FID_,HarbName,HarbourCod,HarbourTyp,Harbour_Co,TotalRepla,HarbLat,HarbLong
,BRIGHTON,61,Non-Core,2.340913613,141876.910000000000000,49.547840000000001,-55.643099999999997
,BRIGUS,62,Core,3.369770826,945001.079999999960000,47.538690000000003,-53.206800000000001
,BRIGUS SOUTH,63,Core,3.320271825,2096193.810000000100000,47.113100000000003,-52.883499999999998
,BROWN'S COVE (HEATHERTON),69,Core,3,17511.889999999999000,48.277189999999997,-58.772700000000000
,BURGEO,73,Core,2.70533435,2741600.879999999900000,47.613100000000003,-57.607700000000001
,BURIN,75,Core,4.015837736,3472540.370000000100000,47.040590000000002,-55.163300000000000
,BURNT COVE,78,#N/A,#N/A,0.000000000000000,47.196570000000001,-52.848700000000001
,BURNT ISLANDS,80,Core,2.524109224,2324666.740000000200000,47.596209999999999,-58.887999999999998
,CALVERT,85,Core,3.224196116,2193210.680000000200000,47.057600000000001,-52.910299999999999
,CAMPBELLS CREEK,86,Core,4.158290071,34608.930000000000000,48.521200000000000,-58.873600000000003
,CANNINGS COVE,88,Core,4.4004547,466386.789999999980000,48.444839999999999,-53.844999999999999
,CAPE BROYLE,89,Core,4.164885392,2662562.049999999800000,47.095100000000002,-52.945599999999999
,CAPE FREELS NORTH,90,Core,3.604227261,3588052.939999999900000,49.259399999999999,-53.494999999999997
,CAPE ST. GEORGE (ROUZES BROOK),95,Core,4.150183576,5110258.480000000400000,48.476799999999997,-59.200899999999997
,CAPSTAN ISLAND,97,Core,2.817983434,527862.969999999970000,51.568600000000004,-56.730699999999999
,CARBONEAR,98,Core,2.938339319,2540116.460000000000000,47.737900000000003,-53.223799999999997
,CATALINA,101,Core,3.899894528,4063238.529999999800000,48.515999999999998,-53.074900000000000
,CENTREVILLE,103,Core,3.64831474,1203089.980000000000000,49.018300000000004,-53.878300000000003
,CHAMPNEY'S WEST,106,Core,4,250256.899999999990000,48.383299999999998,-53.299999999999997
,CHANCE COVE,107,Core,3.098250978,2196018.250000000000000,47.680999999999997,-53.826999999999998
,CHANGE ISLANDS,108,Core,1.609873427,1012093.170000000000000,49.674880000000002,-54.400700000000001
,CHANNEL (PORT AUX BASQUES),109,Core,2.202318459,6453936.980000000400000,47.574584999999999,-59.139448999999999
,COACHMAN'S COVE,117,Core,3.641399615,1971149.110000000100000,50.049999999999997,-56.110100000000003
,CODROY,118,Core,3.448741873,6973734.839999999900000,47.880400000000002,-59.397199999999998
,COMFORT COVE,122,Core,3.225194346,1395344.750000000000000,49.405099999999997,-54.855400000000003
,CONCEPTION HARBOUR,123,Core,2.3,162068.720000000000000,47.440610000000000,-53.209000000000003
,CONCHE,124,Core,3.513567762,2916618.810000000100000,50.886200000000002,-55.895099999999999
,CONNE RIVER,125,Core,3.893646806,2944756.980000000000000,47.861899999999999,-55.771999999999998
,COOK'S HARBOUR,126,Core,3.9373337,3632537.140000000100000,51.606800000000000,-55.862200000000001
,COOMB'S COVE,127,Non-Core,1.109853229,313594.150000000020000,47.457520000000002,-55.624000000000002
,COTTLESVILLE,129,Core,2,362382.520000000020000,49.512079999999997,-54.867609999999999
,COW HEAD,131,Core,2.891410027,14643304.510000000000000,49.922600000000003,-57.805000000000000
,COX'S COVE,133,Core,4.776967483,2486395.160000000100000,49.125900000000001,-58.077599999999997
,CROW HEAD,135,Non-Core,2.251323818,988508.339999999970000,49.674300000000002,-54.807000000000002
,CUPIDS,136,Core,3.087734836,1139798.110000000100000,47.546700000000001,-53.233699999999999
,DANIEL'S HARBOUR,139,Core,3.265740767,1558529.260000000000000,50.240949999999998,-57.589900000000000
,DAVIS COVE,143,Core,3.979302249,1207860.679999999900000,47.635890000000003,-54.340400000000002
,DEADMAN'S BAY,144,Non-Core,3,171255.060000000000000,49.347700000000003,-53.693199999999997
,DEEP BAY,145,Core,3.60661692,631627.979999999980000,49.669800000000002,-54.280900000000003
,DILDO,149,Core,3.358334913,2473551.359999999900000,47.569000000000003,-53.561599999999999
,DILDO SOUTH,150,Core,1.7,777093.120000000000000,47.532600000000002,-53.550899999999999
,DOVER,152,Core,1.973771558,158893.519999999990000,48.863570000000003,-53.971499999999999
,DUNTARA,155,Core,3,442941.380000000000000,48.599299999999999,-53.371299999999998
,EDDIES COVE EAST,157,Core,4.040735835,1726046.370000000100000,51.416300000000000,-56.457000000000001
,EDDIES COVE WEST,158,Core,3.874790477,692065.729999999980000,50.751500000000000,-57.173200000000001
,ELLISTON,161,#N/A,#N/A,0.000000000000000,48.633409999999998,-53.035299999999999
,ENGLISH HARBOUR WEST,164,Non-Core,1,147213.149999999990000,47.460540000000002,-55.492800000000003
,FAIR HAVEN,168,Core,3.430377988,2437666.540000000000000,47.532449999999997,-53.898829999999997
,FERMEUSE,169,Core,3.228821753,3505631.790000000000000,46.975600000000000,-52.953400000000002
,FERRYLAND,170,Core,2.193567356,551720.390000000010000,47.023899999999998,-52.883000000000003
,FISCHELLS,171,Core,5,715693.930000000050000,48.319800000000001,-58.707999999999998
,FLAT ISLANDS (PORT ELIZABETH),173,Non-Core,0,211237.220000000000000,47.272100000000002,-54.920600000000000
,FLATROCK,175,Core,3.752005201,1651147.649999999900000,47.701549999999997,-52.707960000000000
,FLEUR DE LYS,176,Core,3.962656028,2731035.250000000000000,50.120159999999998,-56.131700000000002
,FLOWER'S COVE,177,Core,2.681448386,1337785.939999999900000,51.299700000000001,-56.735799999999998
,FOGO,178,Core,3.467032449,4003114.100000000100000,49.715899999999998,-54.275300000000001
,FORRESTERS POINT,180,Core,3.651356093,1208445.700000000000000,51.181319999999999,-56.811799999999998
,FORTEAU,181,Core,3.544065659,1458067.179999999900000,51.469700000000003,-56.953600000000002
,FORTUNE,182,Core,3.036990033,20039175.030000001000000,47.072299999999998,-55.830900000000000
,FOX HARBOUR,186,Core,3.996268213,1351137.520000000000000,47.318519999999999,-53.911200000000001
,FOX ISLAND RIVER,187,Core,3.075547831,3494384.620000000100000,48.694800000000001,-58.677000000000000
,FOX ROOST,188,Core,3.282363097,244962.570000000010000,47.573000000000000,-59.042800000000000
,FOXTRAP,189,Core,2.840449543,4581342.910000000100000,47.513800000000003,-52.996400000000001
,FRANCOIS,190,Core,4.611718176,3331209.270000000000000,47.580800000000004,-56.743600000000001
,FRENCHMAN'S COVE (BAY OF ISLANDS),193,Core,4.106969197,3073761.399999999900000,49.058500000000002,-58.180199999999999
,GARDEN COVE,197,Core,3.007524163,361781.909999999970000,47.850900000000003,-54.158600000000000
,GARNISH,198,Core,3.371399099,5113593.370000000100000,47.234499999999997,-55.358499999999999
,GASKIERS,199,Non-Core,2,370040.010000000010000,46.879860000000001,-53.612099999999998
,GAULTOIS,201,Core,4.960694913,383448.080000000020000,47.606400000000001,-55.902999999999999
,GILLARD'S COVE,205,Non-Core,1,11595.610000000001000,49.617500000000000,-54.758099999999999
,GLOVERS HARBOUR,206,#N/A,#N/A,0.000000000000000,49.455010000000001,-55.490200000000002
,GLOVERTOWN,207,Core,4.222182521,1072480.740000000000000,48.674100000000003,-54.026499999999999
,GOOSE COVE,208,Core,3.955652084,2694319.169999999900000,51.308199999999999,-55.628700000000002
,GOOSEBERRY COVE,209,Core,3.84312043,4026147.270000000000000,48.031050000000000,-53.639200000000002
,GRAND BANK,210,Core,3.188928865,10235946.890000001000000,47.102499999999999,-55.748600000000003
,GRAND BRUIT,213,Non-Core,2.858516608,535148.810000000060000,47.672420000000002,-58.225099999999998
,GRAND LE PIERRE,214,Core,3.947293267,1150200.020000000000000,47.673980000000000,-54.787300000000002
,GRATES COVE,215,Core,3.302215274,3065760.470000000200000,48.164980000000000,-52.938000000000002
,GRAVELS (PORT AU PORT),216,#N/A,#N/A,0.000000000000000,48.554099999999998,-58.711700000000000
,GREEN ISLAND BROOK,220,Core,2.381154382,1326857.659999999900000,51.400399999999998,-56.526000000000003
,GREEN ISLAND COVE,221,Core,3.10359965,1401047.020000000000000,51.384099999999997,-56.579700000000003
,GREEN'S HARBOUR,223,Core,3.929289757,654846.140000000010000,47.643500000000003,-53.505699999999997
,GREENSPOND,225,Core,3.120591307,1662662.629999999900000,49.067830000000001,-53.576300000000003
,GRIQUET,226,Core,2.914944484,2108004.330000000100000,51.512400000000000,-55.465100000000000
,HAMPDEN,228,Non-Core,3.7,452201.270000000020000,49.544800000000002,-56.855800000000002
,HANT'S HARBOUR,229,Core,3.688477047,2963624.060000000100000,48.019900000000000,-53.261000000000003
,HAPPY ADVENTURE,230,Core,3.588591909,3469538.890000000100000,48.634709999999998,-53.755369999999999
,HARBOUR BRETON,231,Core,3.520249741,6248140.980000000400000,47.478400000000001,-55.811799999999998
,HARBOUR GRACE,232,Core,3.475950983,9234394.720000000700000,47.690629999999999,-53.218100000000000
,HARBOUR LE COU,233,Core,1.414546617,775143.479999999980000,47.624499999999998,-58.682099999999998
,HARBOUR MAIN,234,Core,2.795362344,415592.940000000000000,47.435490000000001,-53.158999999999999
,HARBOUR MILLE,235,Core,2.132310021,921697.989999999990000,47.581539999999997,-54.884799999999998
,HARBOUR ROUND,236,Core,3.482986612,1665100.149999999900000,49.921300000000002,-55.733400000000003
,HEART'S CONTENT,240,Core,3.488212975,5070790.019999999600000,47.879280000000001,-53.370899999999999
,HEART'S DELIGHT,241,Core,2.755474828,1251530.620000000100000,47.771500000000003,-53.467300000000002
,HEART'S DESIRE,242,Core,2.213253668,1092673.700000000000000,47.811729999999997,-53.443800000000003
,HERMITAGE,243,Core,2.62268327,4192122.040000000000000,47.556500000000000,-55.925199999999997
,HERRING NECK,244,Core,3.82810677,1767585.490000000000000,49.639690000000002,-54.615800000000000
,HIBBS COVE,245,Core,1.076851,1557700.169999999900000,47.601779999999998,-53.183799999999998
,HICKMAN'S HARBOUR,246,Core,3.09296226,617729.709999999960000,48.103679999999997,-53.734510000000000
,HIGHLANDS (EEL HOLE),247,Core,2.04233579,269699.820000000010000,48.177700000000002,-58.929900000000004
,HILLGRADE,248,Non-Core,3.133189856,462195.400000000020000,49.573560000000001,-54.704099999999997
,HOLYROOD,250,Core,5,957094.689999999940000,47.388399999999997,-53.126199999999997
,HOPEALL,251,Core,4.114578749,227217.090000000000000,47.616750000000003,-53.511499999999998
,ISLE VALEN,259,Core,3,159138.350000000010000,47.476880000000001,-54.393900000000002
,ISLE AUX MORTS,260,Core,0.945944355,4222100.929999999700000,47.588700000000003,-58.979799999999997
,ISLINGTON,261,Core,2.659173299,82609.539999999994000,47.762520000000002,-53.479999999999997
,JACKSON'S ARM,263,Core,2.894455609,850574.620000000000000,49.866500000000002,-56.781500000000001
,JACKSON'S COVE,264,Core,4.542841103,414348.810000000000000,49.688299999999998,-56.004199999999997
,JERSEYSIDE,266,Core,4.217198443,6642257.320000000300000,47.253300000000003,-53.961300000000001
,JOB'S COVE,267,Core,2.986390748,734794.219999999970000,47.969999999999999,-53.015999999999998
,JOE BATT'S ARM,268,Core,3.621430678,4092010.009999999800000,49.725800000000000,-54.168999999999997
,KEELS,269,Core,2.344491454,956935.939999999940000,48.607889999999998,-53.407299999999999
,KING'S COVE,271,Core,3.200575747,736130.250000000000000,48.567999999999998,-53.332900000000002
,L'ANSE-AU-CLAIR,275,Core,2.836152358,4067482.490000000200000,51.423499999999997,-57.066499999999998
,L'ANSE-AU-LOUP,276,Core,3.181188373,9236824.859999999400000,51.517600000000002,-56.830100000000002
,LA SCIE,277,Core,3.762366637,15374244.730000000000000,49.961100000000002,-55.600250000000003
,LADLE COVE,278,Core,3.658341948,2214305.379999999900000,49.473999999999997,-54.058399999999999
,LAMALINE,281,Core,3.572394346,2968779.210000000000000,46.866500000000002,-55.796100000000003
,LARK HARBOUR,283,Core,2.690961901,949827.120000000000000,49.101399999999998,-58.363799999999998
,LAWN,284,Core,4.048247765,3603553.040000000000000,46.943899999999999,-55.541400000000003
,LEADING TICKLES WEST,287,Core,4.251131439,2570070.470000000200000,49.503799999999998,-55.455199999999998
,LITTLE BAY (LA POILE),289,Core,3.494826016,993711.780000000030000,47.682200000000002,-58.396000000000001
,MARYSTOWN (LITTLE BAY),290,Non-Core,3.557858572,407572.849999999980000,47.165500000000002,-55.148000000000003
,LITTLE BURNT BAY,291,Core,3.999771803,1278051.720000000000000,49.356600000000000,-55.079400000000000
,LITTLE HARBOUR EAST,294,Core,3.315167422,1696471.220000000000000,47.592370000000003,-54.858600000000003
,LITTLE HEART'S EASE,296,Core,4.060361837,694264.160000000030000,48.014899999999997,-53.689500000000002
,LITTLE PARADISE,298,Non-Core,0,662031.239999999990000,47.360759999999999,-54.580700000000000
,LITTLE PORT,299,Core,3.119010651,1117867.730000000000000,49.106900000000003,-58.422199999999997
,LITTLE ST. LAWRENCE,300,Non-Core,2.636428781,213149.709999999990000,46.927750000000003,-55.362900000000003
,LONG COVE,303,Core,4.176844142,3976478.549999999800000,47.566699999999997,-53.666699999999999
,LONG POND MANUELS,305,#N/A,#N/A,0.000000000000000,47.518599999999999,-52.974899999999998
,LORD'S COVE,306,Core,3.085548783,1456399.050000000000000,46.878500000000003,-55.668999999999997
,LOWER ISLAND COVE,310,Core,2.365804853,2215190.350000000100000,47.999429999999997,-52.977800000000002
,LOWER LANCE COVE,311,Core,4,974534.120000000000000,48.146900000000002,-53.696800000000003
,LUMSDEN,312,Core,4.27287343,8928843.640000000600000,49.300600000000003,-53.589500000000001
,LUSHES BIGHT,314,Core,5,627127.209999999960000,49.593100000000000,-55.716500000000003
,MAINLAND,315,Core,2.94142684,115962.380000000000000,48.624099999999999,-59.101100000000002
,MALL BAY,317,Non-Core,2.889147668,698425.550000000050000,46.978900000000003,-53.585400000000000
,MARCHES COVE (LOURDES),318,#N/A,#N/A,0.000000000000000,48.651299999999999,-59.008499999999998
,MARGAREE,319,Core,2.694583187,2036393.590000000100000,47.572899999999997,-59.058399999999999
,MARY'S HARBOUR,321,#N/A,#N/A,0.000000000000000,52.309600000000003,-55.836300000000001
,MCCALLUM,323,Core,3.066666661,665530.109999999990000,47.630929999999999,-56.226999999999997
,MIDDLE ARM,326,Core,3.727082467,1019834.040000000000000,49.703600000000002,-56.093600000000002
,MILES COVE,328,Core,4.147277815,1103815.570000000100000,49.540500000000002,-55.779899999999998
,MING'S BIGHT,331,Core,3.721044434,936695.290000000040000,49.976700000000001,-56.041699999999999
,MORETON'S HARBOUR,333,Core,3.006578019,1110674.820000000100000,49.570680000000003,-54.863599999999998
,MORTIER,334,Non-Core,2,158373.179999999990000,47.087100000000000,-55.117600000000003
,LONG HARBOUR (MOUNT ARLINGTON HEIGHTS),337,Core,2.366592484,2364084.419999999900000,47.427579999999999,-53.862299999999998
,MUSGRAVE HARBOUR,339,Core,4.070312544,9422519.800000000700000,49.459600000000002,-53.960500000000003
,NEW BONAVENTURE,343,Core,2.7,669111.699999999950000,48.285100000000000,-53.445799999999998
,NEW CHELSEA,344,Non-Core,1.20934238,335072.429999999990000,48.030270000000002,-53.217320000000001
,NEW HARBOUR,345,Core,3.22831519,725819.280000000030000,47.588400000000000,-53.542999999999999
,NEWMANS COVE,348,Core,2.105134463,337034.109999999990000,48.586100000000002,-53.193700000000000
,NEWSTEAD,349,Non-Core,2,264417.010000000010000,49.396999999999998,-54.858199999999997
,NEWTOWN,350,Core,3.527428347,1087493.909999999900000,49.202550000000002,-53.514699999999998
,NIPPERS HARBOUR,351,Core,4.077623078,4629151.460000000000000,49.793590000000002,-55.859800000000000
,NORRIS POINT,355,Core,2.047033009,5947100.139999999700000,49.525869999999998,-57.879800000000003
,NORTH HARBOUR (PLACENTIA BAY),356,Core,3.128924395,670456.400000000020000,47.845730000000003,-54.096400000000003
,NORTH HARBOUR (ST.MARY'S BAY),357,Core,2.836015945,457361.539999999980000,47.155799999999999,-53.660699999999999
,O'DONNELLS,359,Core,3.694788069,2629546.750000000000000,47.067799999999998,-53.571500000000000
,OCHRE PIT COVE,360,Core,3.699934248,4714190.040000000000000,47.911949999999997,-53.060000000000002
,ODERIN,361,#N/A,#N/A,0.000000000000000,47.293219999999998,-54.802300000000002
,OLD BONAVENTURE,363,Core,3.340172103,781024.079999999960000,48.285330000000002,-53.428199999999997
,OLD PERLICAN,364,Core,3.579303337,10617443.359999999000000,48.088700000000003,-53.008299999999998
,OLD SHOP,365,#N/A,#N/A,0.000000000000000,47.530929999999998,-53.574500000000000
,OPEN HALL,366,Core,3,539857.780000000030000,48.546799999999998,-53.485999999999997
,PACQUET,369,Core,3.196898273,2162975.750000000000000,49.990600000000001,-55.874600000000001
,PARKERS COVE,370,Non-Core,3.77673084,503562.450000000010000,47.394599999999997,-54.853400000000001
,PARSON'S POND,372,#N/A,#N/A,0.000000000000000,50.030360000000002,-57.712100000000000
,PETER'S RIVER,374,Non-Core,1,2543581.419999999900000,46.755560000000003,-53.611699999999999
,PETITES,375,Non-Core,1.298270064,245499.840000000000000,47.617040000000003,-58.634799999999998
,PETTY HARBOUR,377,Core,4.012613151,6853577.070000000300000,47.463509999999999,-52.706000000000003
,PICCADILLY,379,Core,2.615987974,1632934.550000000000000,48.576500000000003,-58.902500000000003
,PINWARE,382,Core,1.450997592,888716.939999999940000,51.621800000000000,-56.704099999999997
,PLACENTIA,383,Core,3.924530322,1308277.870000000100000,47.249049999999997,-53.960900000000002
,PLATE COVE WEST,385,Core,3.910978889,3453485.490000000200000,48.499899999999997,-53.505499999999998
,PLEASANTVIEW (PARADISE),386,#N/A,#N/A,0.000000000000000,49.360900000000001,-55.321100000000001
,POINT AU GAUL,387,Core,2.323135296,446485.270000000020000,46.859000000000002,-55.748600000000003
,POINT CREWE,389,#N/A,#N/A,0.000000000000000,46.930900000000001,-55.976300000000002
,POND COVE,395,Non-Core,3.789252155,47450.070000000000000,51.130099999999999,-56.857399999999998
,POOL'S COVE,396,Core,3.868728847,1583010.110000000100000,47.680300000000003,-55.429800000000000
,PORT AU BRAS,400,#N/A,#N/A,0.000000000000000,47.058990000000001,-55.139400000000002
,PORT AU CHOIX,401,Core,2.44993991,12852807.760000000000000,50.707500000000003,-57.356999999999999
,PORT BLANDFORD,402,Non-Core,2,333657.250000000000000,48.362560000000002,-54.161400000000000
,PORT DE GRAVE,403,Core,2.644285838,14856538.689999999000000,47.586390999999999,-53.210303000000003
,PORT HARMON,404,Core,4.096517238,2203949.270000000000000,48.514499999999998,-58.537999999999997
,PORT KIRWAN,405,Core,2.883648433,848198.050000000050000,46.969600000000000,-52.912199999999999
,PORT SAUNDERS,406,Core,3.838493011,6664905.990000000200000,50.646999999999998,-57.274400000000000
,PORTUGAL COVE,409,Core,4.09644622,3473299.210000000000000,47.625889999999998,-52.856800000000000
,PORTUGAL COVE SOUTH,410,Core,3.031755403,4453124.099999999600000,46.704700000000003,-53.260599999999997
,POUCH COVE,411,Core,4.429919609,951893.270000000020000,47.764890000000001,-52.764899999999997
,PRINCETON,414,Core,3.943996512,669096.609999999990000,48.419400000000003,-53.593400000000003
,QUIDI VIDI,416,Non-Core,4,263873.440000000000000,47.580500000000001,-52.674300000000002
,QUIRPON,417,Core,2.740102958,1418949.399999999900000,51.582120000000003,-55.443800000000003
,RALEIGH,419,Core,2.744364556,3261372.879999999900000,51.563800000000001,-55.730800000000002
,RAMEA,421,Core,2.546621064,1423893.960000000000000,47.521799999999999,-57.387599999999999
,RED BAY,423,Core,2,358683.010000000010000,51.730200000000004,-56.425500000000000
,RED CLIFF,424,#N/A,#N/A,0.000000000000000,48.559600000000003,-53.491799999999998
,RED HARBOUR,426,Core,4.3242524,2722021.100000000100000,47.291800000000002,-54.994300000000003
,RED HEAD COVE,427,#N/A,#N/A,0.000000000000000,48.130400000000002,-52.893599999999999
,REEF'S HARBOUR,430,Core,3.854557189,793905.790000000040000,51.011600000000001,-57.009099999999997
,RENCONTRE EAST,432,Core,4.126416046,1159252.840000000100000,47.636429999999997,-55.211399999999998
,RENEWS,433,Core,3.825974872,1813699.970000000000000,46.922800000000002,-52.933500000000002
,RIVER OF PONDS,434,Core,3.559146292,2635481.529999999800000,50.528500000000001,-57.396599999999999
,RIVERHEAD,435,Core,3.054441455,956692.280000000030000,46.962870000000002,-53.522799999999997
,ROBERT'S ARM,436,Core,4.840440776,715157.400000000020000,49.488560000000000,-55.807400000000001
,ROCKY HARBOUR,438,Core,2.928400099,2006332.889999999900000,49.589300000000001,-57.937899999999999
,ROSE BLANCHE,439,Core,1.928043365,4177032.669999999900000,47.609200000000001,-58.690100000000001
,ROUND HARBOUR,441,Non-Core,2.695844945,698633.989999999990000,49.853119999999997,-55.656799999999997
,RUSHOON,442,Core,1.785665981,1214046.950000000000000,47.348720000000000,-54.916600000000003
,SALLY'S COVE,444,Core,2.837232622,47191.089999999997000,49.731540000000003,-57.935380000000002
,SALVAGE,446,Core,3.220061395,2023177.510000000000000,48.688400000000001,-53.643200000000000
,SANDY COVE (STRAIT OF BELLE ISLE),449,Core,2.805617738,1236023.020000000000000,51.343200000000003,-56.677500000000002
,SANDYVILLE (DAWSON'S COVE),451,Core,2.504145253,312003.890000000010000,47.530500000000004,-55.937100000000001
,SAVAGE COVE,452,Core,3.571845025,809781.150000000020000,51.333300000000001,-56.700000000000003
,SEAL COVE (CONNAIGRE BAY),453,Core,3.526670709,3304513.629999999900000,47.487800000000000,-56.048699999999997
,SEAL COVE (WHITE BAY),454,Core,2.102804659,842570.569999999950000,49.935800000000000,-56.393799999999999
,SEAL COVE (HEATHERTON),456,Core,3,14441.770000000000000,48.277220000000000,-58.772709999999996
,SELDOM COME BY,457,Core,4.321371268,4327854.219999999700000,49.610300000000002,-54.186999999999998
,SHEAVES COVE,458,Core,4,19341.500000000000000,48.517910000000001,-59.052900000000001
,SHIP COVE (CONCEPTION BAY),459,Core,3.129433782,1551836.340000000100000,47.590699999999998,-53.200800000000001
,SHIP COVE (ST.GEORGE'S BAY),460,Core,3,39472.180000000000000,48.514400000000002,-58.955240000000003
,SHIP COVE (CAPE ONION),461,Core,2.51244389,1389007.270000000000000,51.597200000000001,-55.642400000000002
,SHIP HARBOUR,462,Core,3.445899364,296304.280000000030000,47.359800000000000,-53.900100000000002
,SHOAL COVE WEST,464,Core,1.3,366205.710000000020000,51.011699999999998,-57.009099999999997
,SHOE COVE,467,Core,2.951040968,938168.680000000050000,49.914200000000001,-55.559199999999997
,SIBLEYS COVE,468,Core,3.787405515,3210925.480000000000000,48.043289999999999,-53.104500000000002
,SMITH'S HARBOUR,469,Core,2.835714772,456523.090000000030000,49.740000000000002,-55.969200000000001
,SNOOKS ARM,470,Non-Core,3.898610079,833621.520000000020000,49.854930000000003,-55.711399999999998
,SOP'S ARM,471,Core,2,750000.000000000000000,49.772500000000001,-56.873899999999999
,SOUTH EAST BIGHT,473,Core,0,381171.510000000010000,47.394770000000001,-54.576599999999999
,SOUTHERN HARBOUR,475,Core,2.627984059,4468826.129999999900000,47.715220000000002,-53.966299999999997
,SOUTHPORT,476,Core,4.121231645,2010680.350000000100000,48.044499999999999,-53.643599999999999
,SPANIARD'S BAY,477,Non-Core,3,185621.010000000010000,47.622655000000002,-53.271197000000001
,SPIRITY COVE,480,Core,2.5,49007.169999999998000,50.603409999999997,-57.367500000000000
,SPOON COVE,481,#N/A,#N/A,0.000000000000000,47.643909999999998,-53.207400000000000
,ST. ANTHONY,482,Core,2.649042349,481249.789999999980000,51.360669999999999,-55.569400000000002
,ST. ANTHONY BIGHT,483,Non-Core,3.186487385,649513.370000000000000,51.379660000000001,-55.545200000000001
,ST. BERNARD'S,484,Core,4.12203705,3643703.080000000100000,47.527799999999999,-54.950400000000002
,ST. BRENDAN'S (SHOAL COVE AND DOCK COVE),486,Core,0,1740541.310000000100000,48.874000000000002,-53.667499999999997
,ST. BRIDE'S,487,Core,3.764390293,9606877.890000000600000,46.917864000000002,-54.176321000000002
,ST. CAROLS,488,Non-Core,4.897994718,482302.669999999980000,51.376100000000001,-55.502899999999997
,ST. DAVID'S (CRABBE'S RIVER),490,Core,3.458209945,1279556.790000000000000,48.218299999999999,-58.863000000000000
,ST. GEORGE'S,491,Non-Core,1.276098028,713323.959999999960000,48.431300000000000,-58.485999999999997
,ST. JACQUES,492,Core,2.9,100805.340000000000000,47.491300000000003,-55.420900000000003
,ST. JOHN'S (PROSSER ROCK),494,Core,3.804001773,10027126.810000001000000,47.565800000000003,-52.690100000000001
,ST. JONES WITHIN,495,#N/A,#N/A,0.000000000000000,48.029000000000003,-53.801000000000002
,ST. LAWRENCE,499,Core,3.882375813,3112965.970000000200000,46.917099999999998,-55.390500000000003
,ST. LUNAIRE,500,Core,3.445177379,2868871.799999999800000,51.500200000000000,-55.474499999999999
,ST. MARY'S,501,Core,3.088812392,1160348.120000000100000,46.916300000000000,-53.573799999999999
